,text,Adults,Chickenpox vaccines,Diphtheria,General immunization,HPV vaccines,Hepatitis A vaccine,Hepatitis B vaccine,Immunization records,Infants & young children,Influenza vaccines,Measles,Meningococcal vaccines,Other,Pneumococcal vaccines,Pregnancy,Rotavirus Vaccines,School-age children & teens,Shingles vaccines,TB skin test,Travel vaccines,Vaccine Schedules,Vaccine ingredients,Vaccine safety,Where to get immunized,mumps and rubella vaccines,tetanus and pertussis vaccines
503,"I currently do not have health care provider even tho' twice hospitalized with pneumonia. Where may I avail myself of the immunization?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
504,"Should I bring my 7mth old to get her flu vaccine booster if she has had a bad cold for the last week? Or should I wait until she is healthy again?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
505,"I am moving from Alberta with my four and a half month old baby. How can I book her 6 month vaccination in BC in advance? Here in Calgary vaccination bookings are done 2 months in advance since there is a waitlist, so I am worried about missing the 6 months one.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,"I was born in 1992 (in Hong Kong) and I am not sure if I've had the measles vaccine. Should I be getting the vaccine now? How many dosage would I need?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
507,"Hi.With the recent measles outbreak should children 6-12 mths be vaccinated early? My son is 6.5 mths and breastfed. (I had single measles vaccine in €˜77 so will get a booster.)
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
508,"Hello, I was born in 1980. Would I have gotten the Hepatitis vaccination in highschool? If so, does that mean I'm immune if I've been exposed?
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,"I'm 58 and had my immunizations when I was a child. I also had the mumps when I was a child. The medical clinic says they don't have records for back then. How can I prove I had it
",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
510,"Are there any blood fractions, cells, or anything to do with blood products used in the shingles vaccine.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
511,"Hello, I am hoping to get an immunization record for myself. Is this something that you are able to help me with?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,"Who pays for the vaccinations?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,"My daughter in law got an mmr vaccine before leaving for travel about 7 days ago. This morning she woke up with a huge rash. Is this normal
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
514,"I have a 6th grader daughter and she missed her shot because shes away that day when the public health nurse went to their school.What do i need to do now?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
515,"I am in Hong Kong now, can my Canada born baby take 12 months shots in Hong Kong?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,"My child got vaccines in the two different cities, which one in Kelowna the one in Vancouver. Unfortunately, we can't found her health passport, I want to know how we can do.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,"Why aren't all vaccines free in B.C?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
518,"I am on Stelara getting injections every 4 weeks for my Crohns. I was told by the pharmacist that the flu shot for me would not be effective with injections every 4 weeks.
",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
519,"Do children under the age of 4 who have received the first dose of the MMR vaccine have immunity to measles? Do we still need to be careful to limit exposure in public areas?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
520,"Where can I take TB test/Chest X-ray for my conditional requirements to study health care assistant program and now I am living in Surrey?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
521,"is 2 doses of measles vaccine good for life?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
522,"Can you provide my kid immunization recird
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"for which vaccine I need prescription? could you please give me a list of vaccine I can buy from pharmacy without prescription thanks
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"How do I find a flu shot clinic for my children under 5 years of age In the kelowna area
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"My daughter had her initial vaccinations in 2002 when she was two months old but has received only her Tetanus since then. What is the best schedule for her to ""catch up""?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
526,"Howcome vaccination status is not mandatory in schools that are on First Nations reserves?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
527,"How do I know which kind of vaccinations that I will need? Will the health clinic have all the vaccines?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,"Hello, I was born in Nova Scotia in 1992. My mum is fairly certain I received every single immunization. I want to make sure I am immune to measles. Would it be possible to receive a booster to make sure? How would I go about doing that?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
529,"Born in 1960 in Vancouver.My childhood dr is no longer alive, but I know his name.How can I find my vaccination records,the info says to contact your local health unit.Local to where I live now or where I lived as a child?How long does it take for results of a blood test to determine my immunity?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,"What is the current recommendation for an adults with respect to menningococcal vaccines?
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,"My grandchildren recently moved to Surrey from Richmond. What do we have to do to get their immunization records transferred to a Surrey Public Health Unit? Thank you
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,"Born: 1971 I have no record of receiving the CP vac. Parents say brother had chicken pox in childhood. Is it okay to get a full set of vaccines twice or if I already had chicken pox?
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,"I lost my immunization card for my daughter can I get a new one?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,"What was the symptoms from the rotavirus about the complications from it that I was supposed to look out for, I lost the paper and since her vaccination on Oct 22nd she went from pooping 3 times a day and explosively to now I'm lucky if she poops once and they never explode. I'm eating the same.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
535,"as a 74 year old, immunocompromised senior, should I have the PPSV23 vaccine? I had Prevnar 13 in 2016
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
536,"Does my employer have to provide Hepatitis A or Hepatitis B shots if the job includes handling raw sewage?
",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,"next flu shot in comox
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,"Hello I am wanting to find out if my vaccinations have been completed for MMR. How can i access my immunization records.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,"My son will be almost 9months when we travel. Is it possible for him to get his first MMR dose before we leave the country?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
540,"Does the flu vaccine for babies contain mercury? Is there an alternative?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
541,"How long does it typically take for a vaccine to take effect? Specifically the vaccinations for a one year old.
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,"Hi, we are planning to travel to South America when our new born will be around 3mths. Where can I find info and program for his vaccination
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
543,"Can someone come to my 80 yr old mom's home to give flu shot?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
544,"My daughter has had one vacination for mesles - perhaps 2 but she is not sure. To be safe, can she safely get another measles shot before she travels? She is 26. Thank you
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
545,"vaccine is a small amount of weak germ. so my thinking is antibody production against vaccine will weak and small amount. is it true?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
546,"My baby is due for his 12 month immunization. Is there a drop in clinic available in the Victoria/Saanich area? Thank you.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,"I have questions about the vaccines used in Canada. I have a family that doesn't want to use US vaccines, due to religious concerns/porcine gelatin.
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,"Two of my child's cousins have mouth, hand, foot disease. So far there is no fever, or rash just cold symptoms for her. Should we still get vaccinated? Its her one year vaccines.
",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
549,"Asked yesterday about where the general public can get flu shots. In other years, we have gone to Beban Park, etc. These don't seem to be on the list. Are there any?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
550,"Are single dose influenza vaccines available in BC?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,"I am on amoxicillin (3 tablets daily ) with 3 days remaining. May I have a flu shot ?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,"I need to know check my immunity titres before going to the states? Where would I go to get this checked and will BC health insurance cover it?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
553,"What was the school immunization schedule in 2005-2006?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
554,"I am 65 years old and my son and his wife are having a new baby soon. Should I get a whooping cough shot
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
555,"How often should you get tested for TB? I heard every 10 years but wondering if that is correct?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
556,"Recently moved from UK and no MSP. Can I still receive publicly funded vaccines in BC for free?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
557,"I'm 25 years old. All my immunizations are up-to-date as of grade 9, which was over a decade ago. Where can I access the free immunizations offered, such as tetanus and Hep A?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,"My pharmacist recommended I get ""pneumovax"" against pneumonia. I am 68 and generally healthy except for chronic fatigue. I get colds easily, which tend to hold on. More info please
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,"How do I receive a copy of my child's immunization record? She is 16 years old and I require her records to submit to the USA for school. Thanks you.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,"My 18 month old accidentally got a fourth dose of Hep B will he be okay?
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
561,"Hi there, my son's 18 month VACCINE is due on Dec 23 2016. However, we have to leave Canada due to Family emergency, and we should come back on 10 Feb 2017.I don't think we could get his 18 months vaccine done when we travell abroad. Is it too late to have his VACCINE when we come back? Thx
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
562,"For non-MSP private patients (visitor Visa), where can they go to get their flu shot?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,"is it the law that early childhood educators and public school teachers be immunized in BC?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,"I am female 23y/o. Unfortunately I've lost my vaccination record, and can't remember what I have got, so I want to get vaccinated again. What vaccine is recommended for retake?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
565,"I was born in '83, and had all appropriate growing up at that time. What if any do I need to update?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,"I am 33 years old and i have never been immunized when I was a child. Is it too late for me to get immunization? Can i still get those vaccines that were suppose to be given to me?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
567,"Would a face mask from a health centre help to prevent someone from catching and transmitting measles if they can't/won't get vaccinated?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
568,"Hi, I need a Hepatitis-B Vaccine. But all the health report is in Chinese. Should I translate it before I see a doctor? Where can I find a professional translator?
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
569,"NACI recommend waiting 1 year post HZ episode before administering Shingles vaccine. CDC recommends giving the vaccine once clinical symptoms of HZ have subsided. Why different?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
570,"I had HPV vaccine in 2008 through my high school program (not sure if it is HPV 2,4,9). I am now 24 years old, and want to get HPV 9 vaccine just in case the vaccine I got in 2008 is not HPV 9. How do I find out which HPV vaccine I had? Can I get HPV 9 vaccine now even if I had HPV vaccine in 2008?
",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,"Does my pharmacy need to acquire a new thermometer for our flu fridge each season? Does my fridge need to be inspected by my local PHU before I can use it for flu vaccines?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,"I need to report my child's immunizations that were done in South Surrey and Richmond so that I can schedule her for vaccinations in North Delta. Where do I send the records?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,"Hi, My daughter is 11. She got all the prior to 11 vaccines. However, she got only one for HPV at school recently while the vaccine booklet says 3. Should she get the other two?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
574,"I need a booster of Hep B (have had two at work previously). I need the series of Hep A. Are these free? My Family Doctor says there is a fee and cost for both shots.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,"I have had shingles twice (sides of trunk) I suffer from PHN periodically. Would getting the vaccine do me any good? I am 74 years old. Thank you.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
576,"Does my baby get weighed and measured at his vaccination appointment?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,"Can I see my child's immunization records online?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,"does a pt. need to be re-vaccinated if the first admin. was done with a vial that did not meet temperature controls (was left at room temperature too long)
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
579,"Is there a Tdap vaccine for children without IPV so that I may immunize at seperate times? ( I do understand the logic behind multiple vaccines and theyre considered safe... )
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,"MMR vaccines....As a senior not born in Canada, I am the care giver to my grandchildren (2 months and a 2yo) with the measles outbreak in BC, should I be getting the MMR shot ? I don't recall getting the vaccines myself
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
581,"my 24 year old son had a hep A initial shot 8 years ago, but did not get the booster. does he need to get the initial shot again?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,"I was directed here by the bccdc Facebook page. I was looking for new information regarding the measles paradox. I have concerns now that so many new cases are being diagnosed.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
583,"Do one year old need extra vaccines for travelling to Costa Rica if all Canadian vaccines are up to date?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
584,"Hello, I made an appointment for HPV vaccine in a health clinic, and the text said the name of the clinic is TRICITIES, could you please tell me the specific address of it? Thank you.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
585,"I receive a Hepatitis vaccine in high school at Osoyoos Secondary School in SD53 (Grad '08). I'm not sure what year it was and if I need to update the vaccine prior to a trip. Could you please help find out what year it would have been administered? Or is there a record I can access? 
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
586,"does a senior still needs prevnar 13 if he had pneumovax 23 about 8 years ago
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
587,"Can someone who's sick come here on an emergency basis? Possibly with pneumonia or should that person go to Vernon hospital?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
588,"My first two Hep B shots were on schedule, but my third was many years later. Should I get a blood test to check for immunity, or is a long break between the second and third ok?
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,"How do I get my childs immunization records, for an adopted child. Immunizations would have happened in Surrey - we are in a different community. Can I phone my local unit?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,"Flu season generally ends in March but can last until May. Is there a policy about how long flu immunizations are required based on this timeline.  Would nursing staff in a residential care facility who are hired in April be required to get the flu shot before they can start work that same April?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
591,"Is rabies virus found in dog teeth or dog saliva?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
592,"I was born in 1989. I read something that says I may need another measles vaccine- what should I do? (I can't find my vaccinations list and the doctor doesn't have it)?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
593,"is your arm supposed to be really sore and swollen like you have a knot in it after you get a Meningococcal young adult vaccination
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
594,"I have immunization records showing in 1997 I had a Measles/Rubella vaccine. Is this the same as the MMR? I had the MMR in 1975. can I assume I'm fully immunized for measles then?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
595,"Hello, I was wondering if I'd need documentation as proof to get a flu vaccine in a local pharmacy or if I can come in and just state the reason why I need it. Thank you!
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,"Hello, I want to vaccinate a child, he goes to kindergarten. where it can be done.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
597,"Hello When is the best time to get the flu shot? I wonder about the pneumonia shot? How do I get that? I am a diabetic, & a below average immune system. How long does the flu shot last? Thank You
",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
598,"when is theflu immunizationclinic in grandforks bc
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,"Hi there. I was living in Vancouver and recently moved to Richmond. My son is due to have the 6 months old dose. May I ask how to arrange his immunization in Richmond? Thanks.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
600,"I lived in BC for 33 years. I moved to Alberta 7 years ago. I am now going into a career in healthcare and I am doing my vaccinations. I need to know when I received what vaccination. Are there any records that would list vaccinations received as a child and adult?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,"Is the MMR shot covered by BC healthcare?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
602,"Hello when are flu vaccines available for Medical offices we are in Coquitlam BC
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,"How long after vaccination does it take for the flu shot to work?
 
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,"My son scratched himself on a nail and I want to get a tetanus shot. Can I take him to a public health unit?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,"Does MSP cover the cost of Prevnar 13 for seniors over 65?
",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
606,"What are dates for Salmon Arm flu immunization clinics.? 2018
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,"I'm 22 and I received all the usual vaccinations that you get in school so do I need a booster shot of the hepatitis or tetanus vaccine before I go to a Mexican resort?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
608,"If rabid dog lick my shoes and within a minute I wear my shoes and I have wound on my foot but dog saliva is not dry that saliva touch my wound so can I get rabies?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
609,"Good morning, I have a question what happen if a kid in grade 9 had the tetanus vaccine before, and get another in grade 9 will be a problem, how often a child get a Tetanus vaccine? Please send me info about grade 9 vaccines and reactions. Who can't have the vacinnes?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
610,"Hello, I am wondering if you might have access to my daughter's immunization history? I know that she is up to date, however, her health passport was not filled out each time.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,"If you had the tdap shot in grade 9 does that mean you are currently vaccinated for pertussis or can you get the shot again as an adult? I have an updated tetanus/dip shot
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,"I received a single Zostavax shot about 5 years ago. Should I now get a Shingrix shot(s) so that my coverage is closer to 90%.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
613,"If my GP gives me a prescription for Bexsero (Men B vaccine) and I bring the vial with me to my son's 6 month shots, would the public health nurse be able to administer it? Or does my GP need to administer it? (We're in White Rock)
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
614,"My son was born in January of 1971. I got him whatever the regular course of recommended vaccinations was at the time. Did he receive MMR, and what others?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
615,"Where can I get the Bexserro (Meningitus B) vaccine for my 7 mth old. I understand I have to pay for it. Also, how many doses of the vaccine will he need? He has had one at 5 mths.
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,"do I need an appointment to get my measles, mumps and rubella vaccine? I'm a new employee and I live near Esquimalt
",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
617,"why is hpv not free for boys but it is for females
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,"I missed HPV Vaccine by 1 YEAR (I was born in 1993) in school and the free catch-up program 2012-2015 (my doctor never told me) so now I'm not eligible to get it for free anymore?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,"Is a prescription needed from a doctor to get the hpv vaccine in pa?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,"If families do not choose to vaccinate does this mean there will be a lot of pressure on these families and if an outbreak does happen these families will be blamed?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
621,"Why aren't provincial/territorial/Canadian immunization records electronically stored on a secure, central database so that adult patients can look up their own records online? Ideally this database could include a 'reminder' function. Example: Vaccine name/date/location/next booster due
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,"Can u carry the measles virus
",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
623,"Why aren't my Grade 6 immunizations on my immunization record? Would my school have a record of it?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,"What is the cost for an HPV9 vaccine as a 19 year old male?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,"How long between shots do you have to wait. Twinrix
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
626,"My son was born in BC and attended school there from K to grade 2. We now live in AB and his school requires the school immunization record. How do I obtain this? I have the birth to school record from his doctor
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
627,"my boy baby is got 1 vaccine dose 5 dec. and 2nd dose 5th feb. now appointment for 3rd vaccination 17 april due to rush i m asking if schedule change any problem with baby health
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
628,"I received a tetanus shot a week ago my arm is very sore - can't lift it up comfortably - is this normal?
",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
629,"Can you buy privately a single vaccine? Interested in pertussis but only option has four other vaccines in the shot. Would also like to break up MMR. Please advise. Thank you
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,"Is shinrix available at no cost for individuals with a compromised immune system or people's taking biological drugs like Humira?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
631,"can I receive a tetanus booster without other vacinations? My last one was 2004.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,"My daughter was born in 1997. Would she have been given both doses on the measles vaccine?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
633,"My 2yr old son moved to Canada from Asia and all his immunization up to date and would just need the booster. could we just bring him in for the rest of the vaccines he needs?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,"Is it safe to take a newborn two weeks old out in public who has not been vaccinated ? How long can one wait to take a baby out before vaccination?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
